author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/294650800/,Москва,sale,flat,9,57,3,158.0,-1,0,175418540,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315261338/,Москва,sale,flat,5,10,3,131.0,-1,0,131000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Самолет плюс Троицк,real_estate_agent,https://www.cian.ru/sale/flat/315529190/,Москва,sale,flat,14,17,3,74.5,-1,0,17700000,Ново-Переделкино,Боровское шоссе,46,Новопеределкино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315957409/,Москва,sale,flat,25,37,3,114.0,-1,0,87500000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
ID 67361451,homeowner,https://www.cian.ru/sale/flat/312626952/,Москва,sale,flat,31,40,3,88.0,-1,0,82000000,Хорошево-Мневники, Саляма Адиля,2к1,Народное Ополчение,Wellton park
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317701946/,Москва,sale,flat,1,17,3,74.4,-1,0,24000000,Крылатское,Осенний бульвар,10К1,Крылатское,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316371474/,Москва,sale,flat,7,9,3,135.0,-1,0,158000000,Замоскворечье, Бахрушина,13,Павелецкая,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/304822277/,Москва,sale,flat,2,18,3,120.5,-1,0,85000000,Тверской,Краснопролетарская ,7,Новослободская,Ласточкино гнездо
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307608363/,Москва,sale,flat,12,16,3,72.2,-1,0,24900000,Дмитровский,Лобненская ,13К2,Лианозово,Дмитровский парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309776504/,Москва,sale,flat,16,16,3,123.0,-1,0,61900000,Даниловский,Павелецкая набережная,6А,Крестьянская застава,Резиденции Композиторов
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/247174958/,Москва,sale,flat,8,53,3,150.0,-1,0,135000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309775039/,Москва,sale,flat,10,11,3,60.0,-1,0,60000000,Якиманка, Серафимовича,2,Боровицкая,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/305062321/,Москва,sale,flat,33,65,3,190.0,-1,0,128773155,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306008768/,Москва,sale,flat,22,53,3,153.0,-1,0,167970000,Раменки,Мосфильмовская ,8,Поклонная,Дом на Мосфильмовской
PRO ОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316612249/,Москва,sale,flat,4,12,3,66.2,-1,0,16500000,Ярославский,Ярославское шоссе,8К2,Ботанический сад,
Beri,real_estate_agent,https://www.cian.ru/sale/flat/317624056/,Москва,sale,flat,3,8,3,68.3,-1,0,58000000,Красносельский,Милютинский переулок,20/2С1,Тургеневская,
ID 76951860,realtor,https://www.cian.ru/sale/flat/316661265/,Москва,sale,flat,9,22,3,78.0,-1,0,34800000,Хорошево-Мневники,бульвар Генерала Карбышева,18,Народное Ополчение,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311657948/,Москва,sale,flat,3,4,3,62.0,-1,0,26950000,Тверской,Лесная ,61с2,Менделеевская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/312468301/,Москва,sale,flat,27,41,3,79.0,-1,0,71000000,Раменки,Парклэйн тер.,к2,Кутузовская,Hide
Тимур Ярыш,realtor,https://www.cian.ru/sale/flat/314501791/,Москва,sale,flat,9,24,3,65.9,-1,0,34500000,Москворечье-Сабурово,Каширский проезд,25к1,Варшавская,LIFE Варшавская
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/311352185/,Москва,sale,flat,18,48,3,124.0,-1,0,49990000,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,Континенталь
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/314636162/,Москва,sale,flat,11,41,3,115.0,-1,0,115000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311773880/,Москва,sale,flat,5,30,3,61.6,-1,0,22514000,"Евротрешка в е ""второго Сити""3-комн. квартира",5/30 этаж,,,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317057891/,Москва,sale,flat,8,12,3,63.0,-1,0,14499999,Люблино,Тихорецкий бульвар,14К2,Люблино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315270194/,Москва,sale,flat,24,32,3,84.6,-1,0,80990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313677137/,Москва,sale,flat,8,14,3,86.1,-1,0,47000000,Даниловский, Архитектора Щусева,1,ЗИЛ,ЗИЛАРТ
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/317426807/,Москва,sale,flat,4,5,3,69.0,-1,0,9375000,, 4-я Линия,272,Тропарёво,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317596817/,Москва,sale,flat,26,34,3,140.1,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301968782/,Москва,sale,flat,26,36,3,123.0,-1,0,113000000,Беговой,Ленинградский проспект,34А,Динамо,Комплекс апартаментов Alcon Tower
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316343297/,Москва,sale,flat,2,14,3,62.7,-1,0,15750000,Коптево,Михалковская ,6,Коптево,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314971290/,Москва,sale,flat,4,14,3,119.3,-1,0,105000000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/314443815/,Москва,sale,flat,17,53,3,95.0,-1,0,87000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
RED,real_estate_agent,https://www.cian.ru/sale/flat/317504729/,Москва,sale,flat,14,33,3,91.0,-1,0,25800000,Южное Бутово, Поляны,5Ак2,Улица Скобелевская,Столичные поляны
Иван Музалевский,realtor,https://www.cian.ru/sale/flat/309071969/,Москва,sale,flat,8,8,3,77.7,-1,0,28300000,Останкинский,Звездный бульвар,2,ВДНХ,
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/312758513/,Москва,sale,flat,14,14,3,84.5,-1,0,16500000,, 3-я Нововатутинская,2,Ольховая,"Новые Ватутинки, мкр. Центральный"
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314909891/,Москва,sale,flat,2,9,3,62.8,-1,0,15500000,Можайский,Беловежская ,77,Сетунь,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/245277094/,Москва,sale,flat,2,19,3,186.0,-1,0,220000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/314194751/,Москва,sale,flat,14,14,3,93.6,-1,0,70200000,Даниловский, Архитектора Щусева,2к1,ЗИЛ,ЗИЛАРТ
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/317527874/,Москва,sale,flat,12,23,3,112.0,-1,0,72000000,Можайский,Гжатская ,5к2,Давыдково,LIFE-Кутузовский
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/311733777/,Москва,sale,flat,27,41,3,79.0,-1,0,71000000,Раменки,Парклэйн тер.,к2,Кутузовская,Hide
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/312897522/,Москва,sale,flat,2,6,3,125.0,-1,0,130000000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
ID 111104261,homeowner,https://www.cian.ru/sale/flat/314391878/,Москва,sale,flat,13,18,3,57.0,-1,0,13700000,, Александры Монаховой,88к2,Потапово,Бунинские луга
Алексей Рыбаков,realtor,https://www.cian.ru/sale/flat/315139467/,Москва,sale,flat,1,5,3,55.6,-1,0,12900000,Измайлово,Измайловский проезд,6К2,Измайловская,
ID 111240424,homeowner,https://www.cian.ru/sale/flat/317380581/,Москва,sale,flat,3,4,3,80.0,-1,0,46000000,Пресненский,Шмитовский проезд,39к8,Москва-Сити,Headliner
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316941067/,Москва,sale,flat,4,12,3,56.0,-1,0,15500000,Бибирево, Лескова,21,Бибирево,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307500734/,Москва,sale,flat,5,7,3,125.3,-1,0,90000000,Очаково-Матвеевское,Староволынская ,15к3,Матвеевская,Ближняя дача
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316010015/,Москва,sale,flat,14,31,3,108.3,-1,0,69400000,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,Кутузовская Ривьера
Дмитрий Брум,realtor,https://www.cian.ru/sale/flat/317057962/,Москва,sale,flat,9,9,3,63.2,-1,0,13950000,Матушкино,Зеленоград,к440,Зеленоград — Крюково,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/314216496/,Москва,sale,flat,20,24,3,151.0,-1,0,96750000,Очаково-Матвеевское,Староволынская ,12к5,Матвеевская,Волынский
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316776707/,Москва,sale,flat,8,16,3,173.1,-1,0,148000000,Арбат,1-й Смоленский переулок,17,Смоленская,Новопесковский
ID 130022323,homeowner,https://www.cian.ru/sale/flat/316346513/,Москва,sale,flat,31,48,3,126.5,-1,0,65490000,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316587126/,Москва,sale,flat,7,9,3,160.8,-1,0,247180670,Тверской,1-я Тверская-Ямская ,2А,Маяковская,Vesper Tverskaya
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/317139302/,Москва,sale,flat,15,21,3,85.0,-1,0,120000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316772338/,Москва,sale,flat,5,5,3,59.7,-1,0,21490000,Щукино, Маршала Бирюзова,35К1,Октябрьское поле,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315558354/,Москва,sale,flat,19,23,3,146.9,-1,0,95000000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,Волынский
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309750410/,Москва,sale,flat,26,36,3,120.0,-1,0,109900000,Раменки,Минская ,2,Минская,Долина Сетунь
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315560365/,Москва,sale,flat,5,9,3,66.9,-1,0,13300000,Ивановское,шоссе Энтузиастов,100К6,Новогиреево,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/303584027/,Москва,sale,flat,2,13,3,120.0,-1,0,160000000,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/309179147/,Москва,sale,flat,6,13,3,130.0,-1,0,214500000,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315879112/,Москва,sale,flat,11,26,3,85.0,-1,0,39990000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317566170/,Москва,sale,flat,3,23,3,104.0,-1,0,38400000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315274449/,Москва,sale,flat,26,39,3,121.0,-1,0,109900000,Раменки,Минская ,2,Минская,Долина Сетунь
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303849492/,Москва,sale,flat,9,17,3,76.5,-1,0,24999999,Москворечье-Сабурово, Борисовские Пруды,25К1,Борисово,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/317825007/,Москва,sale,flat,5,23,3,114.5,-1,0,61500000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,Волынский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316900208/,Москва,sale,flat,4,37,3,82.2,-1,0,85000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316961150/,Москва,sale,flat,3,9,3,53.0,-1,0,13350000,Бирюлево Западное,Харьковский проезд,11К3,Покровское,
Webster,real_estate_agent,https://www.cian.ru/sale/flat/317569505/,Москва,sale,flat,2,5,3,99.2,-1,0,159900000,Хамовники,Гагаринский переулок,23С1,Кропоткинская,
Trust Realty,real_estate_agent,https://www.cian.ru/sale/flat/313016553/,Москва,sale,flat,6,12,3,150.0,-1,0,115000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Римма Кувшинова,realtor,https://www.cian.ru/sale/flat/315277786/,Москва,sale,flat,23,23,3,81.0,-1,0,17895000,Черемушки,Нахимовский проспект,31к3,Профсоюзная,Апарт-комплекс Нахимов
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316086488/,Москва,sale,flat,26,39,3,122.0,-1,0,109900000,Раменки,Минская ,2,Минская,Долина Сетунь
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/316584477/,Москва,sale,flat,9,32,3,88.0,-1,0,45400000,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
Яна Короткая,realtor,https://www.cian.ru/sale/flat/315100108/,Москва,sale,flat,6,25,3,80.0,-1,0,37900000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316740849/,Москва,sale,flat,10,34,3,84.0,-1,0,76000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307958924/,Москва,sale,flat,6,12,3,146.0,-1,0,115000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315690262/,Москва,sale,flat,4,5,3,75.1,-1,0,29300000,Хорошевский,Хорошевское шоссе,34,Беговая,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/296106317/,Москва,sale,flat,57,65,3,234.9,-1,0,282000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/313384249/,Москва,sale,flat,2,7,3,137.1,-1,0,630000000,Пресненский,Малая Бронная ,15Б,Пушкинская,Малая Бронная 15
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/317559783/,Москва,sale,flat,3,7,3,138.0,-1,0,95000000,Тверской,Новослободская ,11,Новослободская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/317137297/,Москва,sale,flat,14,34,3,100.9,-1,0,110990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316412702/,Москва,sale,flat,9,9,3,80.0,-1,0,40000000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315608381/,Москва,sale,flat,12,17,3,73.0,-1,0,14000000,, Никитина,6,Рассказовка,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/317811987/,Москва,sale,flat,13,15,3,93.2,-1,0,54000000,Беговой,Северный ао,,Динамо,ЖК Царская площадь
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307460209/,Москва,sale,flat,7,24,3,66.0,-1,0,54500000,Беговой,Верхняя ,20к1,Белорусская,Суббота
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/314331919/,Москва,sale,flat,12,16,3,64.4,-1,0,18800000,Ивановское, Сталеваров,24,Новогиреево,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316368875/,Москва,sale,flat,13,32,3,86.7,-1,0,95000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/313643920/,Москва,sale,flat,8,42,3,130.0,-1,0,90000000,Раменки,Мосфильмовская ,70к5,Ломоносовский проспект,Воробьевы Горы
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311255086/,Москва,sale,flat,39,47,3,144.4,-1,0,65000000,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315335847/,Москва,sale,flat,19,34,3,84.5,-1,0,105625000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316681242/,Москва,sale,flat,10,34,3,102.6,-1,0,120000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/316207686/,Москва,sale,flat,12,18,3,105.0,-1,0,43500000,Кунцево,Ельнинская ,11К3,Молодёжная,Изумрудная долина III
Артём,realtor,https://www.cian.ru/sale/flat/316672314/,Москва,sale,flat,7,16,3,70.9,-1,0,35000000,Черемушки,Профсоюзная ,43К2,Новые Черёмушки,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316258419/,Москва,sale,flat,1,9,3,53.0,-1,0,12200000,Новогиреево,Союзный проспект,10,Новогиреево,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/316886980/,Москва,sale,flat,4,4,3,66.4,-1,0,9300000,, Жемчужная,1к16,Филатов Луг,
Александр Имамов,realtor,https://www.cian.ru/sale/flat/313328137/,Москва,sale,flat,34,43,3,97.3,-1,0,42500000,Раменки, Василия Ланового,1к2,Аминьевская,Огни
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/314592214/,Москва,sale,flat,15,16,3,124.7,-1,0,205000000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315606525/,Москва,sale,flat,9,9,3,57.8,-1,0,14600000,Теплый Стан,Профсоюзная ,140К3,Коньково,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315798564/,Москва,sale,flat,2,4,3,140.0,-1,0,166870740,Мещанский,Рождественский бульвар,10/7С1,Трубная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316584977/,Москва,sale,flat,6,16,3,124.7,-1,0,199000000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317087561/,Москва,sale,flat,2,12,3,77.9,-1,0,18900000,,бульвар Скандинавский,23к1,Потапово,Скандинавия
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315110417/,Москва,sale,flat,5,6,3,77.5,-1,0,80000000,Басманный,переулок Лялин,,Курская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314889861/,Москва,sale,flat,16,41,3,91.0,-1,0,108000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/316986280/,Москва,sale,flat,2,22,3,73.4,-1,0,19900000,Орехово-Борисово Северное,Борисовский проезд,1К2,Домодедовская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/310507662/,Москва,sale,flat,2,16,3,99.0,-1,0,148800000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
ILM,real_estate_agent,https://www.cian.ru/sale/flat/317406158/,Москва,sale,flat,27,31,3,88.4,-1,0,60000000,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,VERY
ID 15381315,realtor,https://www.cian.ru/sale/flat/317325648/,Москва,sale,flat,34,48,3,71.0,-1,0,38700000,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317915610/,Москва,sale,flat,15,23,3,101.0,-1,0,75750000,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315150423/,Москва,sale,flat,5,9,3,96.3,-1,0,79000000,Тверской,Тверская ,15,Тверская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/317288188/,Москва,sale,flat,12,17,3,88.0,-1,0,37950000,Нижегородский,Рязанский проспект,2/1к3М,Нижегородская,SREDA
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315456914/,Москва,sale,flat,21,32,3,136.1,-1,0,110000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
