author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/298534721/,Москва,sale,flat,2,4,3,140.0,-1,0,166870740,Мещанский,Рождественский бульвар,10/7С1,Трубная,
ID 12937400,homeowner,https://www.cian.ru/sale/flat/317640391/,Москва,sale,flat,9,9,3,65.6,-1,0,20900000,Печатники, Кухмистерова,14,Люблино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302817609/,Москва,sale,flat,3,17,3,97.0,-1,0,97000000,Пресненский, Сергея Макеева,9к1,Улица 1905 года,RedSide
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300883472/,Москва,sale,flat,2,5,3,140.0,-1,0,166870740,Мещанский,Рождественский бульвар,10/7С1,Трубная,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316321471/,Москва,sale,flat,3,5,3,61.4,-1,0,29000000,Хамовники, Плющиха,9А,Смоленская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303761024/,Москва,sale,flat,2,16,3,101.0,-1,0,148800000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316007862/,Москва,sale,flat,4,9,3,186.0,-1,0,279000000,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE
ID 82072720,homeowner,https://www.cian.ru/sale/flat/317768376/,Москва,sale,flat,10,11,3,135.0,-1,0,99990000,Тверской,2-й Щемиловский переулок,4,Достоевская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315557962/,Москва,sale,flat,2,4,3,140.0,-1,0,166870740,Мещанский,Рождественский бульвар,10/7С1,Трубная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295915768/,Москва,sale,flat,8,13,3,92.1,-1,0,96705000,Раменки,проспект Генерала Дорохова,39к1,Поклонная,Собрание клубных домов West Garden
ID 123079877,homeowner,https://www.cian.ru/sale/flat/308996643/,Москва,sale,flat,9,10,3,101.0,-1,0,47400000,Таганский, Земляной Вал,48Б,Чкаловская,
Beri,real_estate_agent,https://www.cian.ru/sale/flat/317621454/,Москва,sale,flat,7,9,3,80.1,-1,0,73500000,Тверской,Тверская ,15,Тверская,
Максим  Смирнов,realtor,https://www.cian.ru/sale/flat/313246277/,Москва,sale,flat,20,52,3,80.0,-1,0,34000000,Раменки,проспект Генерала Дорохова,вл1к1,Аминьевская,Will Towers
Марина Журавлева,realtor,https://www.cian.ru/sale/flat/315442618/,Москва,sale,flat,1,16,3,66.6,-1,0,17100000,Фили-Давыдково,Давыдковская ,6,Славянский бульвар,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298256761/,Москва,sale,flat,2,3,3,110.0,-1,0,99000000,Арбат,Большой Афанасьевский переулок,22,Кропоткинская,
Beri,real_estate_agent,https://www.cian.ru/sale/flat/317620470/,Москва,sale,flat,6,7,3,90.4,-1,0,90400000,Арбат,Трубниковский переулок,26С1,Смоленская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317522586/,Москва,sale,flat,6,9,3,57.4,-1,0,14200000,Соколиная гора,Лечебная ,16,Измайлово,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307277796/,Москва,sale,flat,3,5,3,118.8,-1,0,89000000,Мещанский,проспект Мира,5к1,Сухаревская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309101286/,Москва,sale,flat,3,3,3,100.8,-1,0,225501000,Пресненский,Малая Бронная ,30/1,Пушкинская,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316419923/,Москва,sale,flat,6,9,3,58.0,-1,0,11700000,Солнцево, 50 лет Октября,5,Говорово,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317813567/,Москва,sale,flat,11,37,3,77.0,-1,0,79000000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/290311042/,Москва,sale,flat,4,5,3,160.0,-1,0,199339250,Хамовники, Остоженка,7С1,Кропоткинская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/314252852/,Москва,sale,flat,2,3,3,71.0,-1,0,14000000,,,39,Румянцево,
ID 1390606,real_estate_agent,https://www.cian.ru/sale/flat/317509570/,Москва,sale,flat,4,11,3,116.0,-1,0,349000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/312570266/,Москва,sale,flat,4,6,3,107.2,-1,0,84000000,Арбат,1-й Смоленский переулок,22/10,Смоленская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316440107/,Москва,sale,flat,12,23,3,82.0,-1,0,30000000,Коньково, Островитянова,53,Беляево,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316892773/,Москва,sale,flat,3,7,3,115.4,-1,0,219500000,Пресненский,Хлыновский тупик,4,Арбатская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/311248696/,Москва,sale,flat,2,7,3,137.1,-1,0,630000000,Пресненский,Малая Бронная ,15Б,Пушкинская,Малая Бронная 15
Марина Круглянская,realtor,https://www.cian.ru/sale/flat/316514468/,Москва,sale,flat,8,9,3,51.0,-1,0,14300000,Чертаново Центральное,Днепропетровская ,27к1,Пражская,
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316826848/,Москва,sale,flat,17,17,3,78.3,-1,0,34500000,Хорошевский, Полины Осипенко,22К3,Полежаевская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/305002437/,Москва,sale,flat,8,14,3,125.2,-1,0,96500000,Стильная кв-ра в Пресненском е3-комн. квартира,8/14 этаж,,,
Нина Егорова,realtor,https://www.cian.ru/sale/flat/317021019/,Москва,sale,flat,2,9,3,50.0,-1,0,13500000,Дмитровский,Клязьминская ,32К1,Лианозово,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/309118638/,Москва,sale,flat,14,15,3,133.91,-1,0,227647000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316684654/,Москва,sale,flat,17,17,3,78.0,-1,0,34500000,Хорошевский, Полины Осипенко,22К3,Полежаевская,
Houzz Realty,real_estate_agent,https://www.cian.ru/sale/flat/317607139/,Москва,sale,flat,11,31,3,70.0,-1,0,31150000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316477309/,Москва,sale,flat,3,6,3,112.8,-1,0,245000000,Тверской, Большая Дмитровка,9С5,Театральная,Большая Дмитровка IX
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316186331/,Москва,sale,flat,4,13,3,186.0,-1,0,316200000,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/314038192/,Москва,sale,flat,9,12,3,61.0,-1,0,17498000,Кунцево,Рублевское шоссе,127,Крылатское,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316792180/,Москва,sale,flat,2,9,3,75.9,-1,0,65000000,Пресненский,Малая Никитская ,16/5,Баррикадная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/313959092/,Москва,sale,flat,2,6,3,122.0,-1,0,130000000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315879052/,Москва,sale,flat,8,16,3,77.0,-1,0,14490000,Некрасовка, Вертолетчиков,2,Некрасовка,В Некрасовке-2 (1 очередь)
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/310431008/,Москва,sale,flat,9,12,3,106.6,-1,0,74500000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Eightmix Property,real_estate_agent,https://www.cian.ru/sale/flat/315755585/,Москва,sale,flat,6,17,3,110.0,-1,0,79900000,Раменки,Ломоносовский проспект,29к3,Ломоносовский проспект,Квартал Шуваловский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311821615/,Москва,sale,flat,7,9,3,60.0,-1,0,18999999,Марьина роща,Шереметьевская ,25,Марьина Роща,
Антон Белов,realtor,https://www.cian.ru/sale/flat/316539388/,Москва,sale,flat,19,41,3,66.0,-1,0,52700000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Надежда Глобенко,realtor,https://www.cian.ru/sale/flat/316829471/,Москва,sale,flat,2,9,3,64.1,-1,0,18500000,Коньково, Генерала Антонова,4К2,Беляево,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317566462/,Москва,sale,flat,11,12,3,130.0,-1,0,102000000,Якиманка,Ленинский проспект,13,Шаболовская,
ID 85604823,unknown,https://www.cian.ru/sale/flat/311061249/,Москва,sale,flat,40,41,3,66.0,-1,0,46000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317410363/,Москва,sale,flat,2,6,3,121.9,-1,0,130000000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
Enova,real_estate_agent,https://www.cian.ru/sale/flat/315362213/,Москва,sale,flat,3,16,3,91.0,-1,0,31500000,Обручевский,Ленинский проспект,99,Новаторская,
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/310512370/,Москва,sale,flat,9,16,3,106.6,-1,0,76000000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/310776672/,Москва,sale,flat,2,5,3,125.0,-1,0,130000000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/317604120/,Москва,sale,flat,5,5,3,64.7,-1,0,19500000,Ростокино,проспект Мира,188А,Ростокино,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317139870/,Москва,sale,flat,4,6,3,69.0,-1,0,84900000,Пресненский,Большая Бронная ,8,Тверская,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316795429/,Москва,sale,flat,4,6,3,65.6,-1,0,84900000,Пресненский,Большая Бронная ,8,Пушкинская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317643894/,Москва,sale,flat,5,10,3,78.9,-1,0,35000000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317643899/,Москва,sale,flat,1,5,3,80.0,-1,0,73000000,Хамовники,Пожарский переулок,10,Кропоткинская,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316789814/,Москва,sale,flat,11,13,3,100.0,-1,0,280000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/313503982/,Москва,sale,flat,9,12,3,62.0,-1,0,20000000,Строгино, Твардовского,31К2,Строгино,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315973059/,Москва,sale,flat,11,13,3,149.2,-1,0,280000000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317518074/,Москва,sale,flat,18,21,3,121.7,-1,0,145000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/315256990/,Москва,sale,flat,9,9,3,50.0,-1,0,11400000,Чертаново Центральное, Красного Маяка,11К1,Пражская,
ID 1390606,real_estate_agent,https://www.cian.ru/sale/flat/312078749/,Москва,sale,flat,7,12,3,108.0,-1,0,335000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315879117/,Москва,sale,flat,1,5,3,78.4,-1,0,73000000,Хамовники,Пожарский переулок,10,Кропоткинская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317042296/,Москва,sale,flat,4,12,3,63.0,-1,0,19000000,Головинский,Кронштадтский бульвар,30К2,Коптево,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315095998/,Москва,sale,flat,7,10,3,177.5,-1,0,128000000,Пресненский, Климашкина,17С2,Улица 1905 года,Панорама
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303727554/,Москва,sale,flat,5,7,3,116.8,-1,0,357500000,Тверской, Большая Дмитровка,7/5С2,Савёловская,Советник
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/311242296/,Москва,sale,flat,1,5,3,78.4,-1,0,73000000,Хамовники,Пожарский переулок,10,Кропоткинская,
Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/303267485/,Москва,sale,flat,17,53,3,102.0,-1,0,95000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/307861416/,Москва,sale,flat,4,5,3,157.0,-1,0,89000000,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/317252063/,Москва,sale,flat,14,32,3,100.9,-1,0,110900000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/312554751/,Москва,sale,flat,5,9,3,92.1,-1,0,111500000,Якиманка,Лаврушинский переулок,17С2,Третьяковская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300614227/,Москва,sale,flat,5,7,3,116.8,-1,0,357500000,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
ID 49454723,homeowner,https://www.cian.ru/sale/flat/317924633/,Москва,sale,flat,19,32,3,100.9,-1,0,75000000,Обручевский,Ленинский проспект,103,Новаторская,Эмеральд
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/308338964/,Москва,sale,flat,2,6,3,131.1,-1,0,110000000,Тверской, Малая Дмитровка,23/15С2,Пушкинская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297725946/,Москва,sale,flat,29,53,3,191.5,-1,0,199339250,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317708806/,Москва,sale,flat,44,58,3,94.0,-1,0,38000000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/317756122/,Москва,sale,flat,5,6,3,96.0,-1,0,130000000,Пресненский,Малая Бронная ,21/13С2,Тверская,
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315480687/,Москва,sale,flat,4,8,3,130.0,-1,0,104990000,Якиманка,Погорельский переулок,5С2,Добрынинская,
Unique Property,real_estate_agent,https://www.cian.ru/sale/flat/309855587/,Москва,sale,flat,9,52,3,98.0,-1,0,62000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/313852078/,Москва,sale,flat,2,11,3,103.0,-1,0,62900000,Арбат,Смоленская набережная,2А,Смоленская,
Eightmix Property,real_estate_agent,https://www.cian.ru/sale/flat/317801090/,Москва,sale,flat,6,8,3,110.0,-1,0,150000000,Мещанский,Цветной бульвар,32А,Цветной бульвар,Клубный дом ЦВЕТ32
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315625194/,Москва,sale,flat,17,34,3,87.0,-1,0,88990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316594308/,Москва,sale,flat,10,34,3,102.6,-1,0,101990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Downtown Estate,real_estate_agent,https://www.cian.ru/sale/flat/316610259/,Москва,sale,flat,1,10,3,119.0,-1,0,140000000,Дорогомилово, Братьев Фонченко,1к7,Парк Победы,Victory Park Residences
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/317918017/,Москва,sale,flat,27,33,3,89.0,-1,0,55000000,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,VERY
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/306567075/,Москва,sale,flat,2,10,3,115.0,-1,0,101000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Людмила Галандина,realtor,https://www.cian.ru/sale/flat/266958084/,Москва,sale,flat,52,78,3,142.0,-1,0,125000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Downtown Estate,real_estate_agent,https://www.cian.ru/sale/flat/316610258/,Москва,sale,flat,1,11,3,144.0,-1,0,187000000,Дорогомилово, Братьев Фонченко,1к4,Парк Победы,Victory Park Residences
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/310334461/,Москва,sale,flat,13,32,3,86.7,-1,0,90000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/305062348/,Москва,sale,flat,14,20,3,132.5,-1,0,110000000,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/307962802/,Москва,sale,flat,9,38,3,66.1,-1,0,30000000,Хорошевский,Хорошевское шоссе,12к1,Беговая,Дом на Беговой
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317715329/,Москва,sale,flat,5,41,3,95.2,-1,0,95000000,Хорошевский,Ленинградский проспект,37,ЦСКА,Прайм Парк
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/310634852/,Москва,sale,flat,17,32,3,84.0,-1,0,74000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317644660/,Москва,sale,flat,5,5,3,85.0,-1,0,29000000,Пресненский,Шмитовский проезд,15/5,Москва-Сити,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/316710005/,Москва,sale,flat,23,32,3,83.6,-1,0,76076000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316795424/,Москва,sale,flat,3,13,3,142.1,-1,0,299000000,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/314834804/,Москва,sale,flat,5,5,3,74.0,-1,0,18500000,Покровское-Стрешнево, Свободы,14,Тушинская,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316449363/,Москва,sale,flat,8,36,3,65.7,-1,0,49000000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/317776151/,Москва,sale,flat,10,32,3,102.6,-1,0,102000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/317805190/,Москва,sale,flat,6,6,3,72.3,-1,0,45000000,Красносельский,Милютинский переулок,19/4С2,Тургеневская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/316161197/,Москва,sale,flat,13,22,3,105.0,-1,0,69900000,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор
ID 63229285,homeowner,https://www.cian.ru/sale/flat/315720295/,Москва,sale,flat,28,36,3,78.0,-1,0,52500000,Обручевский,Ленинский проспект,95Б,Новаторская,The MID
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317698816/,Москва,sale,flat,3,5,3,71.3,-1,0,38700000,Хамовники,Комсомольский проспект,46К3,Спортивная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316932856/,Москва,sale,flat,24,32,3,83.6,-1,0,76912000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316010912/,Москва,sale,flat,8,17,3,75.0,-1,0,26500000,Восточное Измайлово,Измайловский бульвар,48,Первомайская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315909392/,Москва,sale,flat,2,17,3,70.3,-1,0,17400000,, Радужная,8,Рассказовка,Град Московский
Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/314636222/,Москва,sale,flat,3,9,3,75.0,-1,0,16900000,Ясенево,проезд Карамзина,1К1,Ясенево,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317645531/,Москва,sale,flat,4,10,3,73.0,-1,0,35950000,Пресненский,Зоологическая ,3,Баррикадная,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/317625822/,Москва,sale,flat,14,20,3,109.0,-1,0,17000000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Каспийская,Царицыно-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314699443/,Москва,sale,flat,4,5,3,62.0,-1,0,25990000,Сокол,Новопесчаная ,11/6,Сокол,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317770065/,Москва,sale,flat,13,25,3,80.4,-1,0,27500000,Солнцево,Боровское шоссе,2к3,Мещерская,Мещерский лес
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316407915/,Москва,sale,flat,7,10,3,73.9,-1,0,24990000,Бескудниковский,Бескудниковский бульвар,50/1,Яхромская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317508591/,Москва,sale,flat,2,5,3,70.1,-1,0,21999999,Коптево,бульвар Матроса Железняка,10,Коптево,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/312014835/,Москва,sale,flat,1,12,3,63.0,-1,0,18999000,Обручевский, Архитектора Власова,47,Новые Черёмушки,
Анастасия Гусева,realtor,https://www.cian.ru/sale/flat/314590063/,Москва,sale,flat,29,38,3,71.3,-1,0,41500000,Раменки,Мосфильмовская ,98к1,Аминьевская,Огни
Марина Круглянская,realtor,https://www.cian.ru/sale/flat/315910063/,Москва,sale,flat,16,24,3,50.0,-1,0,17500000,Ховрино,Клинская ,2Ак7,Грачёвская,мой адрес На Клинской
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316547606/,Москва,sale,flat,9,20,3,84.0,-1,0,16500000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Каспийская,Царицыно-2
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316332319/,Москва,sale,flat,1,14,3,70.6,-1,0,14500000,Матушкино,Зеленоград,к138,Зеленоград — Крюково,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/314928229/,Москва,sale,flat,5,10,3,131.0,-1,0,131000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315985588/,Москва,sale,flat,9,25,3,100.0,-1,0,42500000,Академический,проспект 60-летия Октября,8,Академическая,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308136515/,Москва,sale,flat,6,12,3,120.9,-1,0,72200000,Мещанский,Протопоповский переулок,17С2,Проспект Мира,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317700971/,Москва,sale,flat,2,41,3,65.5,-1,0,63000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315552461/,Москва,sale,flat,5,5,3,360.0,-1,0,1499900000,Хамовники,Молочный переулок,6,Парк Культуры,
